	id	title	genre	runtime	release_dt	budget	us_boxoffice_gross	mpaa_rating	user_rating	total_votes	critic_score
2528	21554	Tony n Tinas Wedding	Comedy	110	3 May 2004	$1,500,000	193	R	4.5	193	36
2529	21563	The Work and the Glory	Romance, Drama	118	21 January 2005	$7,500,000	$3.35M	PG	6.9	887	0
2530	21569	El padrino	Action, Crime, Drama	128	27 September 2005	$1,750,000	610	R	4.9	610	0
2531	21570	The Fallen	Action, Drama, War	112	2004 	$600,000	832	Not Rated	5.2	832	62
2532	21572	Silver City	Comedy, Drama, Mystery	128	24 September 2004	$5,000,000	$1.02M	R	6.1	3566	47
2533	21573	Stateside	Drama, Music, Romance	97	27 February 2004	$16,000,000	$0.17M	R	6.0	1758	35
2534	21580	The 24th Day	Thriller	92	6 May 2004	$1,000,000	$0.01M	R	6.6	3237	29
2535	21581	Teachers Pet	Animation, Family, Comedy	73	16 January 2004	$10,000,000	$6.49M	PG	5.8	1326	74
2536	21585	Funky Monkey	Comedy, Family	94	17 September 2004	$30,000,000	618	PG	3.6	618	0
2537	21586	Debating Robert Lee	Drama	108	17 September 2004	$450,000	150	R	5.8	150	0
2538	21588	Dorian Blues	Comedy, Drama, Romance	88	28 September 2006	$185,000	$0.07M	Not Rated	6.9	2155	52
2539	21590	Shallow Ground	Horror, Thriller	97	28 April 2005	$72,000	4,126	R	5.0	4126	0
2540	21593	A Different Loyalty	Drama, Romance, Thriller	96	14 October 2004	$13,000,000	1,247	R	5.1	1247	0
2541	21594	Pursued	Drama, Thriller	95	20 September 2006	$5,500,000	1,433	R	5.3	1433	0
2542	21596	Hide and Creep	Comedy, Horror	85	23 September 2004	$20,000	820	R	5.0	820	0
2543	21598	The Beautiful Country	Drama	125	13 March 2004	$6,000,000	$0.44M	R	7.5	3450	64
2544	21600	Cliffords Really Big Movie	Animation, Adventure, Comedy	74	23 April 2004	$70,000	$2.83M	G	5.5	581	49
2545	21601	Motocross Kids	Action, Adventure, Family	82	31 January 2004	$3,000,000	395	PG	3.9	395	0
2546	21602	Mickey	Drama, Sport	105	30 April 2004	$6,000,000	$0.29M	PG	6.7	381	0
2547	21604	Puerto Vallarta Squeeze	Crime, Drama, Romance	117	6 June 2005	$10,000,000	843	R	5.6	843	0
2548	21607	Porno	Comedy, Drama	105	5 September 2004	$200,000	118	Empty	6.1	118	0
2549	21608	The Blue Butterfly	Drama, Adventure	97	26 August 2004	 12,500,000	1,382	PG	6.3	1382	0
2550	21614	The Seat Filler	Comedy, Romance	90	20 July 2005	$8,000,000	547	PG-13	5.7	547	0
2551	21615	EMR	Thriller	86	15 July 2005	90,000	421	Empty	5.8	421	0
2552	21616	Control	Crime, Sci-Fi, Thriller	104	31 March 2005	$6,800,000	6,555	R	6.2	6555	0
2553	21621	Clementine	Action, Drama	100	14 December 2004	$2,300,000	1,000	Empty	3.4	1000	0
2554	21622	Return to Sender	Drama, Thriller	109	24 June 2005	$7,600,000	2,180	R	6.4	2180	0
2555	21624	The Defender	Action	90	18 October 2005	$6,000,000	1,389	R	5.1	1389	0
2556	21631	Wild Roomies	Comedy, Drama, Romance	88	4 June 2004	$400,000	975	R	4.2	975	0
2557	21632	If Dad Only Knew	Comedy	99	10 October 2004	$700,000	649	Not Rated	6.4	649	0
2558	21640	Shut Up and Kiss Me!	Action, Comedy, Romance	101	4 November 2005	$5,000,000	608	Not Rated	4.5	608	0
2559	21643	Noras Hair Salon	Comedy, Drama	84	25 May 2004	$1,000,000	420	R	3.4	420	0
2560	21644	Death Valley: The Revenge of Bloody Bill	Drama, Horror, Thriller	82	26 October 2004	$750,000	1,152	R	2.7	1152	0
2561	21645	Raising Genius	Comedy, Drama	83	10 March 2004	$250,000	363	R	4.0	363	0
2562	21651	Retrograde	Action, Sci-Fi	93	14 January 2005	$2,000,000	1,334	R	3.2	1334	0
2563	21652	Blast	Action, Comedy, Thriller	92	11 November 2004	$20,000,000	1,472	R	4.8	1472	0
2564	21653	Game Box 1.0	Sci-Fi, Fantasy	83	5 March 2009	$1,000,000	673	PG-13	4.4	673	0
2565	21658	Bettie Page: Dark Angel	Biography, Drama	90	11 February 2004	$50,000	212	Unrated	3.6	212	0
2566	21660	Post Impact	Action, Adventure, Sci-Fi	90	12 June 2004	$3,200,000	1,733	R	3.0	1733	0
2567	21663	Chainsaw Sally	Comedy, Horror, Thriller	83	2 October 2004	$40,000	472	R	4.5	472	0
2568	21664	A Killer Within	Thriller, Drama	110	7 November 2004	$850,000	674	R	5.0	674	0
2569	21667	Ball & Chain	Comedy, Drama, Romance	90	14 May 2004	$3,200,000	$2.26M	PG-13	4.9	540	0
2570	21671	Bandido	Adventure, Action, Thriller	95	10 December 2004	$2,400,000	$0.40M	R	5.2	81	31
2571	21675	Killer Diller	Drama, Music	95	March 2004 	$2,000,000	360	PG-13	6.9	360	0
2572	21678	Crutch	Biography, Drama, Romance	89	17 September 2004	$420,000	$0.02M	R	5.5	588	0
2573	21683	King of the Corner	Comedy, Drama	93	June 2004 	$350,000	494	R	5.9	494	55
2574	21689	Nine Lives	Drama, Romance	74	14 August 2004	$65,000	341	R	4.8	341	0
2575	21693	Latin Dragon	Action, Adventure	101	7 September 2004	$1,500,000	294	R	4.3	294	0
2576	21694	Sci-Fighter	Action, Sci-Fi	90	17 May 2005	$2,300,000	517	PG-13	2.6	517	0
2577	21697	Jennifers Shadow	Horror, Mystery, Thriller	96	October 2004 	$1,000,000	455	R	4.7	455	0
2578	21698	One Last Ride	Drama	88	5 April 2004	$1,000,000	137	R	4.9	137	0
2579	21700	Baptists at Our Barbecue	Comedy, Romance	92	8 October 2004	$500,000	$0.17M	PG	5.8	391	0
2580	21701	Out of Season	Crime, Drama	105	6 January 2007	$6,000,000	597	R	4.4	597	0
2581	21708	The Eliminator	Action, Adventure, Thriller	90	6 July 2004	$1,000,000	444	R	3.6	444	0
2582	21713	Fighting Tommy Riley	Drama, Sport	109	2006 (Italy)	$200,000	$0.01M	R	6.6	743	53
2583	21719	Death Valley	Action, Drama, Thriller	92	15 October 2004	$2,700,000	433	R	5.7	433	0
2584	21725	Kill the Scream Queen	Horror	74	1 October 2004	$5,000	240	Empty	1.9	240	0
2585	21727	Starkweather	Action, Crime, Drama	92	10 September 2010	$1,000,000	758	R	4.9	758	0
2586	21733	Sons of Provo	Comedy, Music	93	30 October 2004	$200,000	$0.12M	PG	5.9	322	0
2587	21741	Centipede!	Action, Adventure, Horror	93	6 November 2004	$500,000	318	PG-13	3.2	318	0
2588	21744	No Witness	Thriller	95	8 April 2004	$350,000	136	R	3.1	136	0
2589	21745	Proud	Drama	87	11 November 2004	$1,000,000	292	PG	5.8	292	0
2590	21747	Hotties	Comedy, Romance	92	15 November 2004	$250,000	266	Empty	6.9	266	0
2591	21748	Evil Eyes	Horror	80	4 August 2004	$1,000,000	432	R	3.5	432	0
2592	21755	American Yearbook	Drama, Thriller	90	June 2004 	$500,000	107	Empty	5.5	107	0
2593	21757	Gas	Comedy	98	2004 	$10,000,000	119	R	4.6	119	0
2594	21768	Hittin It!	Comedy	81	31 December 2004	$1,000,000	129	R	2.9	129	0
2595	21778	Last Goodbye	Drama, Adventure, Romance	95	1 May 2004	$250,000	176	Empty	5.3	176	0
2596	21781	Septem8er Tapes	Drama, Thriller, War	95	12 November 2004	$30,000	783	R	5.9	783	32
2597	21785	20 Funerals	Action, Crime, Thriller	76	27 June 2004	$145,000	231	Empty	5.2	231	0
2598	21799	Evil Grave: Curse of the Maya	Horror	90	3 November 2004	$750,000	341	Empty	2.4	341	0
2599	21802	Drum	Thriller	94	22 July 2005	$3,600	321	Empty	6.5	321	0
2600	21805	2BPerfectlyHonest	Comedy, Drama	88	2 May 2004	$1,500,000	196	R	4.7	196	0
2601	21808	In the Dark	Horror	100	1 November 2004	$50,000	100	Empty	3.6	100	0
2602	21810	The Drone Virus	Thriller	95	10 October 2004	$2,000,000	162	Not Rated	4.7	162	0
2603	21815	Most High	Drama	95	28 November 2006	$180,000	268	Empty	6.6	268	0
2604	21830	America Brown	Drama	88	28 October 2005	$600,000	245	Not Rated	6.3	245	0
2605	21836	Galaxy Hunter	Romance, Sci-Fi	86	April 2004 	$500,000	148	Not Rated	2.5	148	0
2606	21840	Once Upon a Time in the Hood	Action	94	July 2004 	$200,000	105	Empty	5.0	105	0
2607	21844	Harvest of Fear	Horror	95	7 March 2006	$65,000	217	R	3.5	217	0
2608	21855	Close Call	Action, Crime, Drama	93	16 April 2004	$950,000	115	Empty	4.0	115	0
2609	21857	The Mailman	Thriller	82	13 July 2004	$33,000	228	R	2.6	228	0
2610	21860	Death 4 Told	Thriller	96	2004 	$85,000	295	R	1.9	295	0
2611	21863	Elevator Movie	Comedy, Drama	95	2004 	$25,000	152	Not Rated	5.8	152	0
2612	21871	Skarecrow	Horror	90	3 November 2004	$10,000	224	R	2.5	223	0
2613	21873	Goodnight, Joseph Parker	Drama	81	17 October 2004	$1,500,000	1,461	Empty	7.5	1461	0
2614	21880	Alices Misadventures in Wonderland	Comedy	0	25 September 2004	$30,000	115	Empty	5.3	115	0
2615	21899	L.A. D.J.	Comedy	92	2 April 2004	$975,000	106	R	6.2	106	0
2616	21919	Mix	Comedy, Drama	97	29 January 2004	$1,000,000	239	Empty	6.0	239	0
2617	21924	Cape of Good Hope	Comedy, Drama, Romance	107	14 October 2004	$3,000,000	254	PG-13	6.9	254	59
2618	21925	Brooklyn Bound	Crime, Drama	90	3 May 2004	$70,000	122	R	5.8	122	0
2619	21934	L.A. Twister	Comedy	92	30 June 2004	$450,000	$0.05M	R	6.2	203	29
2620	21963	Four Dead Batteries	Comedy	96	27 March 2004	$77,000	147	R	6.1	147	0
2621	21965	Clean	Drama, Thriller	105	2004 	$250,000	103	Not Rated	5.8	103	0
2622	21974	Tales from Beyond	Drama, Fantasy, Sci-Fi	115	9 September 2004	$250,000	108	Empty	4.6	108	0
2623	22030	My Tiny Universe	Comedy, Drama	92	5 November 2004	$500,000	174	Empty	5.6	174	0
2624	22054	Able Edwards	Sci-Fi, Drama	87	15 March 2004	$30,000	123	Empty	5.6	123	0
2625	22088	Invisible Kids	Adventure, Comedy, Family	0	11 November 2004	$35,000,000	156	Empty	7.0	156	0
2626	22175	The J-K Conspiracy	Comedy	72	18 November 2004	$44,000	$0.30M	Empty	7.8	96	0
2627	22270	The Inn	Horror, Mystery, Thriller	96	6 November 2004	$100,000	795	Empty	4.1	795	0
2628	22542	V for Vendetta	Action, Drama, Thriller	132	17 March 2006	$54,000,000	$70.51M	R	8.2	873497	62
2629	22543	Charlie and the Chocolate Factory	Adventure, Comedy, Family	115	15 July 2005	$150,000,000	$206.46M	PG	6.7	353622	72
2630	22544	Harry Potter and the Goblet of Fire	Adventure, Family, Fantasy	157	18 November 2005	$150,000,000	$290.01M	PG-13	7.7	432902	81
2631	22545	Pride & Prejudice	Drama, Romance	129	23 November 2005	$28,000,000	$38.41M	PG	7.8	210881	82
2632	22546	Batman Begins	Action, Adventure, Thriller	152	15 June 2005	$150,000,000	$206.85M	PG-13	8.3	1083484	70
2633	22547	Saw II	Horror, Mystery	93	28 October 2005	$4,000,000	$87.04M	R	6.6	203545	40
2634	22548	Hard Candy	Crime, Drama, Thriller	104	28 April 2006	$950,000	$1.01M	R	7.1	139558	58
2635	22549	The Chronicles of Narnia: The Lion, the Witch and the Wardrobe	Adventure, Family, Fantasy	143	9 December 2005	$180,000,000	$291.71M	PG	6.9	312744	75
2636	22550	Star Wars: Episode III - Revenge of the Sith	Action, Adventure, Fantasy	140	19 May 2005	$113,000,000	$380.26M	PG-13	7.6	574455	68
2637	22551	Hostel	Horror, Mystery, Thriller	94	6 January 2006	$4,800,000	$47.33M	R	5.9	149162	55
2638	22552	Brokeback Mountain	Drama, Romance	134	13 January 2006	$14,000,000	$83.04M	R	7.7	278223	87
2639	22553	Sin City	Crime, Thriller	124	1 April 2005	$40,000,000	$74.10M	R	8.0	691849	74
2640	22554	Constantine	Drama, Fantasy, Horror	121	18 February 2005	$100,000,000	$75.98M	R	6.9	255458	50
2641	22555	The Hitchhikers Guide to the Galaxy	Adventure, Comedy, Sci-Fi	109	29 April 2005	$50,000,000	$51.09M	PG	6.8	166123	63
2642	22556	Kingdom of Heaven	Action, Adventure, Drama	144	6 May 2005	$130,000,000	$47.40M	R	7.2	234117	63
2643	22557	Wedding Crashers	Comedy, Romance	119	15 July 2005	$40,000,000	$209.22M	R	7.0	296652	64
2644	22558	The 40-Year-Old Virgin	Comedy, Romance	116	19 August 2005	$26,000,000	$109.45M	R	7.1	336241	73
2645	22559	War of the Worlds	Adventure, Sci-Fi, Thriller	116	29 June 2005	$132,000,000	$234.28M	PG-13	6.5	360055	73
2646	22560	King Kong	Action, Adventure, Drama	187	14 December 2005	$207,000,000	$218.08M	PG-13	7.2	342493	81
2647	22561	Serenity	Action, Adventure, Sci-Fi	119	30 September 2005	$40,000,000	$25.51M	PG-13	7.9	256099	74
2648	22562	Kiss Kiss Bang Bang	Comedy, Crime, Mystery	103	18 November 2005	$15,000,000	$4.24M	R	7.6	189363	72
2649	22563	House of Wax	Horror	108	6 May 2005	$30,000,000	$32.06M	R	5.3	100993	41
2650	22564	Lords of Dogtown	Biography, Drama, Sport	107	3 June 2005	$25,000,000	$11.01M	PG-13	7.1	46651	56
2651	22565	Corpse Bride	Animation, Drama, Family	77	23 September 2005	$40,000,000	$53.36M	PG	7.4	207261	83
2652	22566	The Longest Yard	Comedy, Crime, Sport	113	27 May 2005	$82,000,000	$158.12M	PG-13	6.4	140606	48
2653	22567	Rent	Drama, Musical, Romance	135	23 November 2005	$40,000,000	$29.08M	PG-13	7.0	43874	53
2654	22568	Brick	Action, Crime, Drama	110	14 April 2006	$475,000	$2.06M	R	7.4	89799	72
2655	22569	Munich	Drama, History, Thriller	164	6 January 2006	$70,000,000	$47.40M	R	7.6	187333	74
2656	22570	Mr. & Mrs. Smith	Action, Comedy, Crime	120	10 June 2005	$120,000,000	$186.34M	PG-13	6.5	381880	55
2657	22571	Sky High	Adventure, Comedy, Family	100	29 July 2005	$35,000,000	$63.95M	PG	6.2	66814	62
2658	22572	Walk the Line	Biography, Drama, Music	136	18 November 2005	$28,000,000	$119.52M	PG-13	7.9	199714	72
2659	22573	The Devils Rejects	Crime, Horror	107	22 July 2005	$7,000,000	$17.04M	R	6.9	81270	53
2660	22574	The Dukes of Hazzard	Action, Adventure, Comedy	104	5 August 2005	$50,000,000	$80.27M	PG-13	5.1	69240	33
2661	22576	Fantastic Four	Action, Adventure, Family	106	8 July 2005	$100,000,000	$154.70M	PG-13	5.7	281347	40
2662	22577	Madagascar	Animation, Adventure, Comedy	86	27 May 2005	$75,000,000	$193.60M	PG	6.9	296698	57
2663	22578	Hitch	Comedy, Romance	118	11 February 2005	$70,000,000	$179.50M	PG-13	6.6	261106	58
2664	22579	The Amityville Horror	Drama, Horror, Mystery	90	15 April 2005	$19,000,000	$65.23M	R	6.0	92280	33
2665	22580	Four Brothers	Action, Crime, Drama	109	12 August 2005	$45,000,000	$74.49M	R	6.9	117688	49
2666	22581	Jarhead	Biography, Drama, War	125	4 November 2005	$72,000,000	$62.66M	R	7.0	153094	58
2667	22582	A History of Violence	Crime, Drama, Thriller	96	30 September 2005	$32,000,000	$31.49M	R	7.5	199861	81
2668	22583	The Island	Action, Adventure, Romance	136	22 July 2005	$126,000,000	$35.82M	PG-13	6.9	276698	50
2669	22584	Æon Flux	Action, Sci-Fi	93	2 December 2005	$62,000,000	$25.86M	PG-13	5.5	114869	36
2670	22585	Lord of War	Crime, Drama, Thriller	122	16 September 2005	$50,000,000	$24.15M	R	7.6	263028	62
2671	22587	The New World	Biography, Drama, History	135	20 January 2006	$30,000,000	$12.71M	PG-13	6.7	74964	69
2672	22588	Sahara	Action, Adventure, Comedy	124	8 April 2005	$130,000,000	$68.67M	PG-13	6.0	81843	41
2673	22589	Zathura: A Space Adventure	Action, Adventure, Comedy	101	11 November 2005	$65,000,000	$29.26M	PG	6.1	74825	67
2674	22590	Robots	Animation, Adventure, Comedy	91	11 March 2005	$75,000,000	$128.20M	PG	6.3	112398	64
2675	22591	Be Cool	Comedy, Crime, Music	118	4 March 2005	$53,000,000	$56.05M	PG-13	5.7	61990	37
2676	22592	The Exorcism of Emily Rose	Drama, Horror, Thriller	119	9 September 2005	$20,000,000	$75.07M	PG-13	6.7	104093	46
2677	22593	The Family Stone	Comedy, Drama, Romance	103	16 December 2005	$17,000,000	$60.06M	PG-13	6.3	52260	56
2678	22595	Flightplan	Drama, Mystery, Thriller	98	23 September 2005	$55,000,000	$89.71M	PG-13	6.3	134933	53
2679	22596	Rumor Has It...	Comedy, Drama, Romance	97	25 December 2005	$70,000,000	$43.00M	PG-13	5.5	44288	35
2680	22597	The Wedding Date	Comedy, Romance	90	4 February 2005	$15,000,000	$31.73M	PG-13	6.1	41758	32
2681	22598	Bewitched	Comedy, Fantasy, Romance	102	24 June 2005	$85,000,000	$62.25M	PG-13	4.8	61737	34
2682	22599	The Squid and the Whale	Comedy, Drama	81	16 December 2005	$1,500,000	$7.36M	R	7.4	65077	82
2683	22600	Memoirs of a Geisha	Drama, Romance	145	23 December 2005	$85,000,000	$57.49M	PG-13	7.4	125295	54
2684	22601	Into the Blue	Action, Adventure, Crime	110	30 September 2005	$50,000,000	$18.47M	PG-13	5.8	66814	45
2685	22602	The Sisterhood of the Traveling Pants	Comedy, Drama, Family	119	1 June 2005	$25,000,000	$39.01M	PG	6.5	47917	66
2686	22603	Waiting...	Comedy	94	7 October 2005	$3,000,000	$16.12M	R	6.8	79730	30
2687	22604	Elektra	Action, Crime, Drama	97	14 January 2005	$43,000,000	$24.41M	PG-13	4.8	76272	34
2688	22605	Capote	Biography, Crime, Drama	114	3 February 2006	$7,000,000	$28.75M	R	7.4	108721	88
2689	22606	Land of the Dead	Horror, Thriller	93	24 June 2005	$15,000,000	$20.70M	R	6.2	82990	71
2690	22608	Nanny McPhee	Comedy, Family, Fantasy	97	27 January 2006	$25,000,000	$47.14M	PG	6.6	55507	59
2691	22609	Cinderella Man	Biography, Drama, Sport	144	3 June 2005	$88,000,000	$61.65M	PG-13	8.0	157669	69
2692	22611	The Constant Gardener	Drama, Mystery, Romance	129	31 August 2005	15,000,000	$33.58M	R	7.5	118227	82
2693	22612	Chicken Little	Animation, Adventure, Comedy	81	4 November 2005	$150,000,000	$135.39M	G	5.8	70779	48
2694	22613	Coach Carter	Biography, Drama, Sport	136	14 January 2005	$30,000,000	$67.26M	PG-13	7.3	101335	57
2695	22614	Hide and Seek	Drama, Horror, Mystery	101	28 January 2005	$30,000,000	$51.10M	R	5.9	74292	35
2696	22615	The Skeleton Key	Horror, Mystery, Thriller	104	12 August 2005	$43,000,000	$47.81M	PG-13	6.5	94090	47
2697	22616	Doom	Action, Adventure, Horror	105	21 October 2005	$60,000,000	$28.03M	R	5.2	92832	34
2698	22617	Miss Congeniality 2: Armed and Fabulous	Action, Comedy, Crime	115	24 March 2005	$45,000,000	$48.48M	PG-13	5.0	56830	34
2699	22619	The Brothers Grimm	Adventure, Comedy, Fantasy	118	26 August 2005	$88,000,000	$37.92M	PG-13	5.9	104190	51
2700	22620	The Adventures of Sharkboy and Lavagirl 3-D	Action, Adventure, Family	93	10 June 2005	$50,000,000	$39.18M	PG	3.5	22882	38
2701	22621	Cheaper by the Dozen 2	Adventure, Comedy, Family	94	21 December 2005	$60,000,000	$82.57M	PG	5.5	46486	34
2702	22622	Chaos	Action, Crime, Drama	106	15 December 2005	$20,000,000	46,319	R	6.5	46318	0
2703	22623	Syriana	Drama, Thriller	128	9 December 2005	$50,000,000	$50.82M	R	7.0	115267	76
2704	22624	Derailed	Crime, Drama, Thriller	108	11 November 2005	$22,000,000	$36.02M	R	6.6	65306	40
2705	22625	Diary of a Mad Black Woman	Comedy, Drama, Romance	116	25 February 2005	$5,500,000	$50.63M	PG-13	5.7	11174	36
2706	22626	Hostage	Action, Crime, Drama	113	11 March 2005	$52,000,000	$34.64M	R	6.6	97876	44
2707	22627	Get Rich or Die Tryin	Biography, Crime, Drama	117	9 November 2005	$40,000,000	$30.98M	R	5.1	38837	45
2708	22628	The Curse of the Were-Rabbit	Animation, Comedy, Family	85	7 October 2005	$30,000,000	$56.11M	G	7.5	106250	87
2709	22629	The Ring Two	Horror, Mystery	110	18 March 2005	$50,000,000	$76.23M	PG-13	5.4	79179	44
2710	22630	Red Eye	Mystery, Thriller	85	19 August 2005	$26,000,000	$57.89M	PG-13	6.5	99468	71
2711	22631	Yours, Mine & Ours	Comedy, Family, Fantasy	88	23 November 2005	$45,000,000	$53.41M	PG	5.4	23337	38
2712	22632	The Pacifier	Action, Comedy, Drama	95	4 March 2005	$56,000,000	$113.09M	PG	5.6	73403	30
2713	22633	Herbie Fully Loaded	Adventure, Comedy, Family	101	22 June 2005	$50,000,000	$66.02M	G	4.8	39248	47
2714	22634	Unleashed	Action, Crime, Drama	103	13 May 2005	$45,000,000	$24.52M	R	7.0	89909	58
2715	22635	Monster-in-Law	Comedy, Romance	101	13 May 2005	$60,000,000	$82.93M	PG-13	5.5	47583	31
2716	22636	Domino	Action, Biography, Crime	127	14 October 2005	$50,000,000	$10.17M	R	6.0	60143	36
2717	22637	Son of the Mask	Comedy, Family, Fantasy	94	18 February 2005	$84,000,000	$17.02M	PG	2.2	44777	20
2718	22638	The Producers	Comedy, Musical	134	25 December 2005	$45,000,000	$19.38M	PG-13	6.4	36771	52
2719	22639	The Jacket	Drama, Mystery, Sci-Fi	103	4 March 2005	$29,000,000	$6.30M	R	7.1	98549	44
2720	22640	Thank You for Smoking	Comedy, Drama	92	14 April 2006	$6,500,000	$24.79M	R	7.6	199135	71
2721	22641	The Legend of Zorro	Action, Adventure, Western	129	28 October 2005	$75,000,000	$46.46M	PG	5.9	78321	47
2722	22642	Good Night, and Good Luck.	Biography, Drama, History	93	4 November 2005	$7,500,000	$31.50M	PG	7.5	87182	80
2723	22643	Hustle & Flow	Crime, Drama, Music	116	22 July 2005	$8,000,000	$22.20M	R	7.4	35040	68
2724	22644	Survival Island	Adventure, Drama, Horror	95	5 May 2006	$9,000,000	7,916	TV-MA	5.0	7916	0
2725	22645	Just Like Heaven	Comedy, Fantasy, Romance	95	16 September 2005	$58,000,000	$48.32M	PG-13	6.7	87865	47
2726	22646	Broken Flowers	Comedy, Drama, Mystery	106	26 August 2005	$10,000,000	$13.74M	R	7.2	86948	79
2727	22647	The Fog	Horror	100	14 October 2005	$18,000,000	$29.51M	PG-13	3.6	31080	27
2728	22648	Fun with Dick and Jane	Comedy, Crime	90	21 December 2005	$100,000,000	$110.33M	PG-13	6.1	117865	47
2729	22649	The Cave	Adventure, Horror, Thriller	97	26 August 2005	$30,000,000	$15.01M	PG-13	5.1	30498	30
2730	22650	Stay	Drama, Mystery, Thriller	99	21 October 2005	$50,000,000	$3.63M	R	6.9	65878	41
2731	22651	North Country	Drama	126	21 October 2005	$35,000,000	$18.32M	R	7.3	34809	68
2732	22652	London	Drama, Romance	92	10 February 2006	14,000	$0.01M	R	6.6	20253	24
2733	22654	Dark Water	Drama, Horror, Thriller	105	8 July 2005	$30,000,000	$25.47M	PG-13	5.6	53385	52
2734	22655	Must Love Dogs	Comedy, Romance	98	29 July 2005	$30,000,000	$43.89M	PG-13	5.9	27539	46
2735	22656	Hoodwinked!	Animation, Action, Comedy	80	13 January 2006	$17,500,000	$51.39M	PG	6.5	49137	45
2736	22657	Two for the Money	Drama, Sport, Thriller	122	7 October 2005	$20,000,000	$22.86M	R	6.2	38819	50
2737	22659	Harsh Times	Action, Crime, Drama	116	10 November 2006	$2,000,000	$3.34M	R	6.9	57422	56
2738	22660	Assault on Precinct 13	Action, Crime, Drama	109	19 January 2005	$20,000,000	$19.98M	R	6.3	68344	54
2739	22661	Are We There Yet?	Adventure, Comedy, Family	95	21 January 2005	$32,000,000	$82.67M	PG	4.6	24650	27
2740	22662	The Ballad of Jack and Rose	Drama	112	8 April 2005	$1,500,000	$0.71M	R	6.7	9909	59
2741	22665	A Lot Like Love	Comedy, Drama, Romance	107	22 April 2005	$30,000,000	$21.84M	PG-13	6.6	61317	48
2742	22666	Elizabethtown	Comedy, Drama, Romance	123	14 October 2005	$57,000,000	$26.84M	PG-13	6.4	61341	45
2743	22667	Kicking & Screaming	Comedy, Family, Romance	95	13 May 2005	$45,000,000	$52.58M	PG	5.6	31939	45
2744	22668	The Interpreter	Crime, Mystery, Thriller	128	22 April 2005	$80,000,000	$72.71M	PG-13	6.4	89622	62
2745	22669	Proof	Drama, Mystery	100	7 October 2005	$20,000,000	$7.52M	PG-13	6.8	38622	64
2746	22670	Feast	Action, Comedy, Horror	95	18 January 2007	$3,200,000	$0.05M	R	6.4	26812	43
2747	22671	Cursed	Comedy, Horror	97	25 February 2005	$38,000,000	$19.30M	PG-13	5.0	27505	31
2748	22672	An Unfinished Life	Adventure, Drama	108	16 September 2005	$30,000,000	$8.59M	PG-13	7.0	25694	49
2749	22673	The Worlds Fastest Indian	Biography, Drama, Sport	127	24 March 2006	$25,000,000	$5.13M	PG-13	7.8	46723	68
2750	22674	Havoc	Crime, Drama	85	16 October 2005	$9,000,000	16,756	R	5.5	16756	0
2751	22675	Fever Pitch	Comedy, Drama, Romance	104	8 April 2005	$30,000,000	$42.07M	PG-13	6.2	37987	56
2752	22676	Alone in the Dark	Action, Horror, Sci-Fi	96	28 January 2005	$20,000,000	$5.18M	R	2.3	38987	9
2753	22677	The Great Raid	Action, Drama, War	132	12 August 2005	$80,000,000	$10.17M	R	6.7	19423	48
2754	22678	Goal! The Dream Begins	Drama, Romance, Sport	118	12 May 2006	$10,000,000	$4.28M	PG-13	6.8	54167	53
2755	22679	Everything Is Illuminated	Comedy, Drama	106	14 October 2005	$7,000,000	$1.71M	PG-13	7.5	52927	58
2756	22680	Stealth	Action, Adventure, Sci-Fi	121	29 July 2005	$135,000,000	$32.12M	PG-13	5.0	47265	35
2757	22682	Rebound	Comedy, Family, Sport	86	1 July 2005	$33,100,000	$16.81M	PG	5.1	11141	36
2758	22683	xXx: State of the Union	Action, Adventure, Crime	101	29 April 2005	$60,000,000	$26.87M	PG-13	4.4	59144	37
2759	22684	Transamerica	Adventure, Comedy, Drama	103	3 March 2006	$1,000,000	$9.02M	R	7.4	37724	66
2760	22686	A Sound of Thunder	Action, Adventure, Horror	101	2 September 2005	$80,000,000	$1.89M	PG-13	4.2	17213	24
2761	22688	Man of the House	Action, Comedy	100	25 February 2005	$40,000,000	$19.70M	PG-13	5.4	20768	35
2762	22690	Because of Winn-Dixie	Comedy, Drama, Family	106	18 February 2005	$14,000,000	$32.65M	PG	6.4	9044	54
2763	22691	BloodRayne	Action, Adventure, Fantasy	95	6 January 2006	$25,000,000	$2.41M	R	2.9	31560	18
2764	22692	Deuce Bigalow: European Gigolo	Comedy	83	12 August 2005	$22,000,000	$22.26M	R	4.6	43515	23
2765	22693	Edison	Action, Crime, Drama	99	11 November 2005	$25,150,000	13,795	R	5.3	13795	0
2766	22694	Guess Who	Comedy, Romance	105	25 March 2005	$35,000,000	$68.92M	PG-13	5.9	35641	49
2767	22695	The Weather Man	Comedy, Drama	102	28 October 2005	$22,000,000	$12.48M	R	6.6	71965	61
2768	22696	Racing Stripes	Adventure, Comedy, Drama	102	14 January 2005	$30,000,000	$49.77M	PG	5.2	13593	43
2769	22697	Sweet Land	Drama, Romance	110	31 July 2008	$1,000,000	$1.71M	PG	7.3	3203	75
2770	22698	Strangers with Candy	Comedy	97	21 July 2006	$3,500,000	$2.07M	R	6.1	7249	57
2771	22699	The Quiet	Crime, Drama, Thriller	96	25 August 2006	$900,000	$0.38M	R	6.4	13998	29
2772	22701	Bad News Bears	Comedy, Sport	113	22 July 2005	$30,000,000	$32.87M	PG-13	5.8	18318	65
