	id	title	genre	runtime	release_dt	budget	us_boxoffice_gross	mpaa_rating	user_rating	total_votes	critic_score
0	1	Pacific Rim	Action, Adventure, Sci-Fi	131	12 July 2013	$190,000,000	$101.80M	PG-13	7.0	409200	64
1	2	Prisoners	Crime, Drama, Mystery	153	20 September 2013	$46,000,000	$61.00M	R	8.1	453418	74
2	3	The Wolf of Wall Street	Biography, Comedy, Crime	180	25 December 2013	$100,000,000	$116.90M	R	8.2	900255	75
3	4	The Conjuring	Horror, Mystery, Thriller	112	19 July 2013	$20,000,000	$137.40M	R	7.5	344852	68
4	5	Thor: The Dark World	Action, Adventure, Sci-Fi	112	8 November 2013	$170,000,000	$206.36M	PG-13	7.0	457935	54
5	6	Frozen	Animation, Adventure, Comedy	102	27 November 2013	$150,000,000	$400.74M	PG	7.5	465862	74
6	7	Curse of Chucky	Horror, Thriller	97	24 September 2013	$5,000,000	26,644	R	5.7	26644	0
7	8	Her	Drama, Romance, Sci-Fi	126	10 January 2014	$23,000,000	$25.57M	R	8.0	407239	90
8	9	Now You See Me	Crime, Mystery, Thriller	115	31 May 2013	$75,000,000	$117.72M	PG-13	7.3	507435	50
9	10	Man of Steel	Action, Adventure, Fantasy	143	14 June 2013	$225,000,000	$291.05M	PG-13	7.1	592357	55
10	11	The Hobbit: The Desolation of Smaug	Adventure, Fantasy	161	13 December 2013	$225,000,000	$258.37M	PG-13	7.9	525931	66
11	12	The Great Gatsby	Drama, Romance	143	10 May 2013	$105,000,000	$144.84M	PG-13	7.3	396051	55
12	13	Carrie	Drama, Horror	100	18 October 2013	$30,000,000	$35.27M	R	5.9	116297	53
13	14	Texas Chainsaw 3D	Horror, Thriller	92	4 January 2013	$20,000,000	$34.34M	R	4.8	38290	0
14	15	12 Years a Slave	Biography, Drama, History	134	8 November 2013	$20,000,000	$56.67M	R	8.1	506524	96
15	16	Dallas Buyers Club	Biography, Drama	117	22 November 2013	$5,000,000	$27.30M	R	8.0	363949	84
16	17	Star Trek: Into Darkness	Action, Adventure, Sci-Fi	132	16 May 2013	$190,000,000	$228.78M	PG-13	7.8	424920	72
17	18	American Hustle	Crime, Drama	138	20 December 2013	$40,000,000	$150.12M	R	7.3	387613	90
18	19	World War Z	Action, Adventure, Horror	116	21 June 2013	$190,000,000	$202.36M	PG-13	7.0	509210	63
19	20	Oblivion	Action, Adventure, Mystery	124	19 April 2013	$120,000,000	$89.02M	PG-13	7.0	420113	54
20	21	Furious 6	Action, Crime, Thriller	130	24 May 2013	$160,000,000	$238.68M	PG-13	7.1	325778	61
21	22	Elysium	Action, Drama, Sci-Fi	109	9 August 2013	$115,000,000	$93.05M	R	6.6	367964	61
22	23	We're the Millers	Comedy, Crime	110	7 August 2013	$37,000,000	$150.39M	R	7.0	343618	44
23	24	Iron Man Three	Action, Adventure, Sci-Fi	130	3 May 2013	$200,000,000	$409.01M	PG-13	7.2	607245	62
24	25	The Hunger Games: Catching Fire	Action, Adventure, Mystery	146	22 November 2013	$130,000,000	$424.67M	PG-13	7.6	537617	76
25	26	The Purge	Horror, Sci-Fi, Thriller	85	7 June 2013	$3,000,000	$64.47M	R	5.7	159965	41
26	27	Lone Survivor	Action, Biography, Drama	121	10 January 2014	$40,000,000	$125.10M	R	7.5	225723	60
27	28	Snowpiercer	Action, Adventure, Drama	126	11 July 2014	$39,200,000	$4.56M	R	7.0	208461	84
28	29	Grown Ups 2	Comedy	101	12 July 2013	$80,000,000	$133.67M	PG-13	5.4	117799	19
29	30	Escape Plan	Action, Crime, Mystery	115	18 October 2013	$50,000,000	$25.13M	R	6.7	193036	49
30	31	Rush	Action, Biography, Drama	123	27 September 2013	$38,000,000	$26.95M	R	8.1	351394	75
31	32	Gravity	Drama, Sci-Fi, Thriller	91	4 October 2013	$100,000,000	$274.09M	PG-13	7.8	640790	96
32	33	This Is the End	Comedy, Fantasy	107	12 June 2013	$32,000,000	$101.47M	R	6.6	335853	67
33	34	Evil Dead	Fantasy, Horror	91	5 April 2013	$17,000,000	$54.24M	R	6.5	136448	57
34	36	Under the Skin	Drama, Sci-Fi, Thriller	108	14 March 2014	$13,300,000	$2.61M	R	6.3	99026	78
35	37	Only God Forgives	Crime, Drama	90	22 May 2013	$4,800,000	$0.78M	R	5.7	92322	37
36	38	Kick-Ass 2	Action, Comedy, Crime	103	16 August 2013	$28,000,000	$28.80M	R	6.6	220613	41
37	39	The Secret Life of Walter Mitty	Adventure, Comedy, Drama	114	25 December 2013	$90,000,000	$58.24M	PG	7.3	255853	54
38	40	Beautiful Creatures	Drama, Fantasy, Romance	124	14 February 2013	$60,000,000	$19.45M	PG-13	6.2	73784	52
39	41	Gangster Squad	Action, Crime, Drama	113	11 January 2013	$60,000,000	$46.00M	R	6.7	184756	40
40	42	The Green Inferno	Adventure, Crime, Horror	100	25 September 2015	$6,000,000	$7.19M	R	5.3	28576	38
41	43	Olympus Has Fallen	Action, Thriller	119	22 March 2013	$70,000,000	$98.93M	R	6.5	219516	41
42	44	The Wolverine	Action, Adventure, Sci-Fi	126	26 July 2013	$120,000,000	$132.56M	PG-13	6.7	366122	60
43	45	Despicable Me 2	Animation, Adventure, Comedy	98	3 July 2013	$76,000,000	$368.06M	PG	7.4	315074	62
44	46	Movie 43	Comedy, Romance	94	25 January 2013	$6,000,000	$8.83M	R	4.3	85855	18
45	47	The World's End	Action, Comedy, Sci-Fi	109	23 August 2013	$20,000,000	$26.00M	R	7.0	208514	81
46	48	Monsters University	Animation, Adventure, Comedy	104	21 June 2013	$200,000,000	$268.49M	G	7.3	260217	65
47	49	Safe Haven	Drama, Romance, Thriller	115	14 February 2013	$28,000,000	$71.35M	PG-13	6.7	87613	34
48	50	Old Boy	Action, Drama, Mystery	104	27 November 2013	$30,000,000	$2.16M	R	5.8	56373	49
49	51	Don Jon	Comedy, Drama, Romance	90	27 September 2013	$3,000,000	$24.48M	R	6.6	203966	66
50	52	Warm Bodies	Comedy, Horror, Romance	98	1 February 2013	$35,000,000	$66.38M	PG-13	6.9	197135	59
51	53	Ender's Game	Action, Fantasy, Sci-Fi	114	1 November 2013	$110,000,000	$61.74M	PG-13	6.7	198121	51
52	54	The Mortal Instruments: City of Bones	Action, Fantasy, Horror	130	21 August 2013	$60,000,000	$31.17M	PG-13	5.9	114720	33
53	55	The Host	Action, Adventure, Romance	125	29 March 2013	$40,000,000	$26.63M	PG-13	5.9	98958	35
54	56	Captain Phillips	Biography, Drama, Thriller	134	11 October 2013	$55,000,000	$107.10M	PG-13	7.8	355655	83
55	57	Last Vegas	Comedy	105	1 November 2013	$28,000,000	$63.91M	PG-13	6.6	114423	48
56	58	Oculus	Horror, Mystery	104	11 April 2014	$5,000,000	$27.70M	R	6.5	96196	61
57	59	After Earth	Action, Adventure, Sci-Fi	100	31 May 2013	$130,000,000	$60.52M	PG-13	4.9	169891	33
58	60	Hansel & Gretel: Witch Hunters	Action, Fantasy, Horror	88	25 January 2013	$50,000,000	$55.70M	R	6.1	171370	21
59	61	The Spectacular Now	Comedy, Drama, Romance	95	13 September 2013	$2,500,000	$6.85M	R	7.1	120130	82
60	62	Coherence	Mystery, Sci-Fi, Thriller	89	6 August 2014	$50,000	$0.07M	Not Rated	7.2	72463	65
61	63	The Counselor	Crime, Drama, Thriller	117	25 October 2013	$25,000,000	$16.97M	R	5.3	86728	48
62	64	The Lone Ranger	Action, Adventure, Western	150	3 July 2013	$215,000,000	$89.30M	PG-13	6.5	195430	37
63	65	Filth	Comedy, Crime, Drama	97	24 April 2014	$5,000,000	$0.03M	R	7.1	84678	56
64	66	Pain & Gain	Action, Comedy, Crime	129	26 April 2013	$26,000,000	$49.88M	R	6.5	173000	45
65	67	G.I. Joe: Retaliation	Action, Adventure, Sci-Fi	110	28 March 2013	$130,000,000	$122.52M	PG-13	5.8	155049	41
66	68	Blue Jasmine	Drama	98	23 August 2013	$18,000,000	$33.41M	PG-13	7.3	164853	78
67	69	White House Down	Action, Drama, Thriller	131	28 June 2013	$150,000,000	$73.10M	PG-13	6.4	177413	52
68	70	Percy Jackson: Sea of Monsters	Adventure, Family, Fantasy	106	7 August 2013	$90,000,000	$68.56M	PG	5.9	94189	39
69	71	Begin Again	Comedy, Drama, Music	104	11 July 2014	$8,000,000	$16.17M	R	7.4	116508	62
70	72	Oz the Great and Powerful	Adventure, Family, Fantasy	130	8 March 2013	$215,000,000	$234.91M	PG	6.3	183939	44
71	73	Jack the Giant Slayer	Adventure, Fantasy	114	1 March 2013	$195,000,000	$65.19M	PG-13	6.3	114243	51
72	74	The Hangover Part III	Comedy, Crime	100	23 May 2013	$103,000,000	$112.20M	R	5.9	246379	30
73	75	Inside Llewyn Davis	Drama, Music	104	10 January 2014	$11,000,000	$13.24M	R	7.5	109560	93
74	76	2 Guns	Action, Comedy, Crime	109	2 August 2013	$61,000,000	$75.61M	R	6.7	169321	55
75	77	Before Midnight	Drama, Romance	109	14 June 2013	$3,000,000	$8.11M	R	7.9	108891	94
76	78	Side Effects	Crime, Drama, Thriller	106	8 February 2013	$30,000,000	$32.17M	R	7.1	158005	75
77	79	Stoker	Drama, Thriller	99	28 February 2013	$12,000,000	$1.70M	R	6.8	91225	58
78	80	Only Lovers Left Alive	Comedy, Drama, Horror	123	25 December 2013	$7,000,000	$1.88M	R	7.3	71359	79
79	81	The Internship	Comedy	119	7 June 2013	$58,000,000	$44.67M	PG-13	6.3	169579	42
80	82	Insidious: Chapter 2	Horror, Mystery, Thriller	106	13 September 2013	$5,000,000	$83.59M	PG-13	6.6	124023	40
81	84	Out of the Furnace	Crime, Drama, Thriller	116	6 December 2013	$22,000,000	$11.33M	R	6.8	91178	63
82	85	Saving Mr. Banks	Biography, Comedy, Drama	125	20 December 2013	$35,000,000	$83.30M	PG-13	7.5	128614	65
83	86	Jobs	Biography, Drama	128	16 August 2013	$12,000,000	$16.12M	PG-13	5.9	83547	44
84	87	The Croods	Animation, Adventure, Comedy	98	22 March 2013	$135,000,000	$187.17M	PG	7.2	163733	55
85	88	August: Osage County	Drama	121	10 January 2014	$25,000,000	$37.74M	R	7.2	73634	58
86	89	47 Ronin	Action, Adventure, Drama	128	25 December 2013	$175,000,000	$38.36M	PG-13	6.3	126122	28
87	90	The Family	Comedy, Crime, Thriller	111	13 September 2013	$30,000,000	$36.92M	R	6.3	95546	42
88	91	Parker	Action, Crime, Romance	118	25 January 2013	$35,000,000	$17.61M	R	6.2	98022	42
89	92	The Butler	Biography, Drama	132	16 August 2013	$30,000,000	$116.63M	PG-13	7.2	95121	66
90	93	Riddick	Action, Sci-Fi, Thriller	119	6 September 2013	$38,000,000	$42.03M	R	6.4	134981	49
91	95	The Heat	Action, Comedy, Crime	117	28 June 2013	$43,000,000	$159.58M	R	6.6	143005	60
92	96	A Good Day to Die Hard	Action, Thriller	98	14 February 2013	$92,000,000	$67.35M	R	5.3	176253	28
93	97	Homefront	Action, Crime, Drama	100	27 November 2013	$22,000,000	$19.78M	R	6.5	90719	40
94	98	Labor Day	Drama, Romance	111	31 January 2014	$18,000,000	$13.36M	PG-13	6.9	35218	52
95	99	Identity Thief	Comedy, Crime	111	8 February 2013	$35,000,000	$134.51M	R	5.7	105392	35
96	100	The Bling Ring	Biography, Crime, Drama	90	21 June 2013	$8,000,000	$5.84M	R	5.6	73002	66
97	101	All Is Lost	Action, Adventure, Drama	106	7 November 2013	$9,000,000	$6.26M	PG-13	6.9	64739	87
98	102	The Butler	Biography, Drama	132	16 August 2013	$30,000,000	$116.63M	PG-13	7.2	95151	66
99	103	R.I.P.D.	Action, Adventure, Comedy	96	19 July 2013	$130,000,000	$33.62M	PG-13	5.6	99595	25
100	104	The Book Thief	Drama, War	131	27 November 2013	$19,000,000	$21.49M	PG-13	7.6	109352	53
101	105	Machete Kills	Action, Crime, Sci-Fi	107	11 October 2013	$20,000,000	$8.01M	R	5.6	64324	41
102	107	The Croods	Animation, Adventure, Comedy	98	22 March 2013	$135,000,000	$187.17M	PG	7.2	163771	55
103	108	The Way Way Back	Comedy, Drama	103	26 July 2013	$5,000,000	$21.50M	PG-13	7.4	124524	68
104	110	A Good Day to Die Hard	Action, Thriller	98	14 February 2013	$92,000,000	$67.35M	R	5.3	176294	28
105	111	Anchorman 2: The Legend Continues	Comedy	119	18 December 2013	$50,000,000	$127.35M	PG-13	6.3	142944	61
106	112	Dead Man Down	Action, Crime, Drama	118	8 March 2013	$30,000,000	$10.88M	R	6.5	58057	39
107	113	Third Person	Drama, Romance	137	14 November 2014	$28,000,000	$1.02M	R	6.4	22859	38
108	114	RED 2	Action, Comedy, Crime	116	19 July 2013	$84,000,000	$53.26M	PG-13	6.7	136940	47
109	116	The Frozen Ground	Crime, Drama, Mystery	105	11 July 2013	$27,220,000	47,264	R	6.4	47264	37
110	117	Lovelace	Biography, Drama	93	8 August 2013	$10,000,000	$0.36M	R	6.2	33466	51
111	118	Trance	Crime, Drama, Mystery	101	27 March 2013	$20,000,000	$2.32M	R	6.9	99460	61
112	119	Identity Thief	Comedy, Crime	111	8 February 2013	$35,000,000	$134.51M	R	5.7	105419	35
113	121	Labor Day	Drama, Romance	111	31 January 2014	$18,000,000	$13.36M	PG-13	6.9	35228	52
114	122	I'm in Love with a Church Girl	Drama, Romance	118	6 December 2013	$5,000,000	$2.38M	PG	4.5	1284	23
115	123	Jobs	Biography, Drama	128	16 August 2013	$12,000,000	$16.12M	PG-13	5.9	83575	44
116	124	The Call	Crime, Thriller	94	15 March 2013	$13,000,000	$51.87M	R	6.7	96092	51
117	125	21 & Over	Comedy	93	1 March 2013	$13,000,000	$25.68M	R	5.9	64928	34
118	126	Odd Thomas	Comedy, Fantasy, Horror	97	28 February 2014	$27,000,000	39,893	Empty	6.9	39893	45
119	127	The Canyons	Drama, Thriller	99	2 August 2013	$250,000	$0.05M	R	3.9	9155	36
120	128	Broken City	Crime, Drama, Thriller	109	18 January 2013	$35,000,000	$19.70M	R	6.2	67718	49
121	129	The To Do List	Comedy, Romance	104	26 July 2013	$1,500,000	$3.45M	R	5.8	32213	61
122	130	Delivery Man	Comedy, Drama	105	22 November 2013	$26,000,000	$30.66M	PG-13	6.4	65331	44
123	131	Upstream Color	Drama, Sci-Fi	96	30 August 2013	$50,000	$0.44M	Not Rated	6.7	25917	81
124	132	The Zero Theorem	Comedy, Drama, Fantasy	107	19 August 2014	$8,500,000	$0.22M	R	6.1	38534	50
125	133	Parker	Action, Crime, Romance	118	25 January 2013	$35,000,000	$17.61M	R	6.2	98053	42
126	135	Closed Circuit	Crime, Drama, Mystery	96	28 August 2013	$15,000,000	$5.73M	R	6.2	18932	50
127	136	Snitch	Action, Drama, Thriller	112	22 February 2013	$15,000,000	$42.93M	PG-13	6.5	69811	51
128	139	Epic	Animation, Adventure, Family	102	24 May 2013	$100,000,000	$107.52M	PG	6.7	90676	52
129	140	The Incredible Burt Wonderstone	Adventure, Comedy, Fantasy	100	15 March 2013	$30,000,000	$22.53M	PG-13	5.9	63883	44
130	142	The Immigrant	Drama, Romance	120	23 May 2014	$16,000,000	$2.01M	R	6.6	23940	77
131	144	Devil's Knot	Biography, Crime, Drama	114	12 March 2014	$15,000,000	16,398	Not Rated	6.1	16398	42
132	145	Grudge Match	Comedy, Drama, Sport	113	25 December 2013	$40,000,000	$29.81M	PG-13	6.4	50299	35
133	146	Philomena	Biography, Drama	98	27 November 2013	$12,000,000	$37.71M	PG-13	7.6	82930	77
134	148	Cloudy with a Chance of Meatballs 2	Animation, Adventure, Comedy	95	27 September 2013	$78,000,000	$119.79M	PG	6.4	71925	59
135	150	The Fifth Estate	Biography, Drama, Thriller	128	18 October 2013	$28,000,000	$3.25M	R	6.2	32746	49
136	151	Nebraska	Adventure, Comedy, Drama	115	24 January 2014	$12,000,000	$17.65M	R	7.7	98172	86
137	153	The Big Wedding	Comedy, Drama, Romance	89	26 April 2013	$35,000,000	$21.78M	R	5.6	40856	28
138	154	Turbo	Animation, Adventure, Comedy	96	17 July 2013	$135,000,000	$83.03M	PG	6.5	67876	58
139	155	Runner Runner	Crime, Thriller	88	4 October 2013	$30,000,000	$19.32M	R	5.6	55594	36
140	157	Redemption	Action, Crime, Drama	100	28 June 2013	$20,000,000	$0.03M	R	6.2	56557	43
141	158	The East	Adventure, Drama, Thriller	116	28 June 2013	$6,500,000	$2.27M	PG-13	6.8	44546	68
142	159	The Smurfs 2	Animation, Adventure, Comedy	105	31 July 2013	$105,000,000	$71.02M	PG	5.4	30761	34
143	163	Paranoia	Drama, Thriller	106	16 August 2013	$35,000,000	$7.38M	PG-13	5.7	30996	32
144	165	A Haunted House	Comedy, Fantasy, Horror	86	11 January 2013	$2,500,000	$40.04M	R	5.1	37332	20
145	167	Bad Words	Comedy, Drama	89	28 March 2014	$10,000,000	$7.76M	R	6.7	41148	57
146	168	Planes	Animation, Adventure, Comedy	91	9 August 2013	$50,000,000	$90.29M	PG	5.8	37416	39
147	169	Life of Crime	Comedy, Crime	98	29 August 2014	$12,000,000	$0.26M	R	5.8	14197	60
148	172	Bad Grandpa	Comedy	92	25 October 2013	$15,000,000	$102.00M	R	6.5	81843	54
149	176	Gimme Shelter	Drama	101	29 October 2014	$3,300,000	$1.36M	PG-13	6.5	7113	37
150	180	Enough Said	Comedy, Drama, Romance	93	11 October 2013	$8,000,000	$17.54M	PG-13	7.1	52488	78
151	184	Blood Ties	Crime, Drama, Thriller	127	30 October 2013	$25,500,000	$0.04M	R	6.5	16203	45
152	186	Joe	Drama	117	11 April 2014	$4,000,000	$0.37M	R	6.9	39537	74
153	189	CBGB	Drama, Music	101	11 October 2013	$5,000,000	$0.04M	R	6.6	7080	30
154	191	Man of Tai Chi	Action, Drama	105	5 July 2013	$25,000,000	$0.10M	R	6.1	30542	52
155	192	Nurse 3D	Horror, Thriller	84	24 October 2013	$10,000,000	8,056	R	4.6	8056	29
156	193	Escape from Planet Earth	Animation, Adventure, Comedy	89	15 February 2013	$40,000,000	$57.01M	PG	5.9	21951	35
157	195	Austenland	Comedy, Romance	97	27 September 2013	4,900,000	$2.15M	PG-13	6.3	16427	42
158	196	The Haunting in Connecticut 2: Ghosts of Georgia	Drama, Horror, Mystery	100	14 March 2013	$9,000,000	14,129	R	5.3	14129	26
159	198	Empire State	Crime, Thriller	94	30 August 2013	$11,000,000	16,232	R	5.2	16232	0
160	199	Welcome to the Jungle	Action, Adventure, Comedy	95	8 February 2014	$3,500,000	10,559	Not Rated	5.0	10559	25
161	201	A Madea Christmas	Comedy, Drama	100	13 December 2013	$25,000,000	$52.44M	PG-13	4.8	4865	28
162	202	The Den	Horror, Mystery, Thriller	81	14 March 2014	$500,000	10,701	R	6.1	10701	48
163	203	Welcome to the Punch	Action, Crime, Thriller	99	15 March 2013	$8,500,000	$0.01M	R	6.1	28850	49
164	205	The Best Man Holiday	Comedy, Drama	123	15 November 2013	$17,000,000	$70.53M	R	6.7	12330	59
165	206	The Sacrament	Horror, Thriller	99	1 May 2014	$4,000,000	$0.01M	R	6.1	13749	49
166	207	Doonby	Drama, Mystery	104	27 March 2015	$2,000,000	307	PG-13	5.6	307	0
167	208	The Lunchbox	Drama, Romance	104	20 September 2013	$1,000,000	$4.23M	PG	7.8	37162	76
168	215	Hours	Drama, Thriller	97	4 December 2013	$4,000,000	24,390	PG-13	6.5	24390	55
169	219	Admission	Comedy, Drama, Romance	107	22 March 2013	$13,000,000	$18.00M	PG-13	5.7	30104	48
170	220	Coldwater	Drama, Thriller	104	March 2013 	$700,000	3,500	Not Rated	6.4	3500	44
171	224	The Truth About Emanuel	Drama, Thriller	95	10 January 2014	$1,300,000	7,298	Not Rated	6.0	7298	41
172	226	The Cube	Thriller	0	28 September 2013	$500	267	Empty	6.0	267	0
173	228	Cheap Thrills	Comedy, Crime, Drama	88	21 March 2014	$200,000	$0.06M	Not Rated	6.8	14859	63
174	230	Battle of the Year	Drama, Music	110	20 September 2013	$20,000,000	$8.89M	PG-13	5.0	8372	29
175	234	Banshee Chapter	Horror, Sci-Fi, Thriller	87	12 December 2013	$950,000	7,223	R	5.5	7223	62
176	236	The Devil You Know	Mystery, Thriller	76	9 July 2013	$3,000,000	1,292	Not Rated	3.6	1292	0
177	238	The Ouija Experiment	Horror	92	2 May 2014	$1,200	2,624	Not Rated	3.3	2624	0
178	240	Vehicle 19	Action, Crime, Thriller	82	7 February 2013	$10,000,000	13,114	R	4.9	13114	29
179	242	Prince Avalanche	Comedy, Drama	94	19 September 2013	$725,000	$0.20M	R	6.4	16795	73
180	246	Paranormal Whacktivity	Comedy, Horror	89	15 October 2013	$360,000	963	R	2.4	963	0
181	247	Ninja: Shadow of a Tear	Action, Crime, Thriller	95	27 December 2013	$2,600,000	9,273	R	6.2	9273	0
182	251	Rapture-Palooza	Comedy, Fantasy	85	13 June 2013	$2,000,000	9,803	R	5.2	9803	44
183	252	The Starving Games	Comedy, Sci-Fi	83	31 October 2013	$4,500,000	15,797	PG-13	3.3	15797	0
184	253	10 Rules for Sleeping Around	Comedy, Romance	94	4 April 2014	$2,500,000	2,435	R	3.7	2435	1
185	257	Getaway	Action, Crime, Thriller	90	30 August 2013	$18,000,000	$10.49M	PG-13	4.4	20794	22
186	258	Free Birds	Animation, Adventure, Comedy	91	1 November 2013	$55,000,000	$55.75M	PG	5.9	19417	38
187	260	Phantom	Action, Drama, History	98	1 March 2013	$18,000,000	$0.49M	R	5.9	12164	40
188	261	The Trials of Cate McCall	Drama	89	28 November 2013	$7,000,000	4,399	Not Rated	6.3	4399	0
189	262	At Middleton	Comedy, Romance	99	5 September 2013	$2,500,000	$0.05M	R	6.5	6554	60
190	267	Sweetwater	Thriller, Western	95	11 October 2013	$7,000,000	4,924	R	6.2	4924	38
191	268	As I Lay Dying	Drama	110	22 October 2013	$5,000,000	$0.02M	R	5.4	3299	50
192	270	Birdemic 2: The Resurrection	Action, Comedy, Horror	90	16 April 2013	$20,000	3,417	Not Rated	1.7	3417	0
193	272	Hateship Loveship	Drama, Romance	104	12 June 2014	$5,000,000	$0.05M	R	6.2	5459	59
194	273	Scorned	Comedy, Crime, Horror	86	4 February 2014	$1,700,000	1,670	R	4.7	1670	0
195	275	Extraordinary Tales	Animation, Horror, Mystery	73	23 October 2015	2,000,000	2,129	Not Rated	6.4	2129	59
196	276	Beneath	Horror, Thriller	90	3 May 2013	$1,000,000	2,299	Not Rated	3.7	2299	40
197	277	Walking with Dinosaurs 3D	Animation, Adventure, Family	87	20 December 2013	$80,000,000	$36.08M	PG	5.2	9531	37
198	279	Last Love	Comedy, Drama, Romance	111	1 November 2013	$8,200,000	10,497	Not Rated	6.8	10497	36
199	280	Gallows Hill	Horror, Mystery, Thriller	87	29 August 2014	$3,000,000	4,973	R	5.2	4973	39
200	282	Baggage Claim	Comedy	96	27 September 2013	$8,500,000	$21.56M	PG-13	5.1	7657	34
201	284	Savannah	Drama, Family, History	101	25 April 2014	$5,000,000	$0.04M	PG-13	6.0	1187	25
202	285	Legends of Oz: Dorothy's Return	Animation, Adventure, Family	88	9 May 2014	$70,000,000	$8.46M	PG	5.6	5342	25
203	288	The Face of Love	Drama, Mystery, Romance	92	25 October 2013	$4,000,000	$0.31M	PG-13	6.2	4009	51
204	289	Make Your Move	Drama, Musical, Romance	110	17 April 2014	$15,000,000	$0.12M	PG-13	5.7	2714	40
205	294	The Last Exorcism Part II	Drama, Horror, Thriller	88	1 March 2013	$5,000,000	$15.18M	PG-13	4.0	14307	35
206	296	Casting Couch	Comedy	94	12 March 2013	$3,000,000	2,849	Unrated	5.0	2849	0
207	297	Enemies Closer	Action, Thriller	85	24 January 2014	$5,000,000	4,687	R	5.2	4687	49
208	300	Officer Down	Crime, Drama	98	21 February 2013	$12,000,000	4,757	R	5.5	4757	0
209	304	Krampus: The Christmas Devil	Action, Horror, Thriller	82	17 August 2013	$7,525,000	1,183	Empty	1.7	1183	0
210	305	What Other Couples Do	Comedy, Drama, Romance	87	5 September 2013	$50,000	195	Not Rated	5.6	195	0
211	313	Hansel & Gretel Get Baked	Comedy, Horror	86	19 February 2013	$4,500,000	3,004	TV-MA	4.3	3004	0
212	314	A Night in Old Mexico	Adventure, Drama	103	9 May 2014	$2,000,000	2,955	Not Rated	5.7	2955	45
213	316	WNUF Halloween Special	Comedy, Horror	83	18 October 2013	$1,500	491	Not Rated	6.7	491	0
214	318	A Haunting at Silver Falls	Horror, Thriller	96	28 May 2013	$2,500,000	2,371	Not Rated	4.8	2371	0
215	321	12 Rounds 2: Reloaded	Action, Adventure, Thriller	95	4 June 2013	$4,000,000	4,350	R	5.4	4350	0
216	324	Gibsonburg	Drama, Mystery, Romance	90	6 June 2013	$204,000	$0.25M	Empty	5.7	75	0
217	325	Standing Up	Drama	93	16 August 2013	$6,000,000	2,699	PG	7.0	2699	40
218	326	Nothing Left to Fear	Horror	100	26 September 2013	$3,000,000	$0.01M	R	4.4	4305	12
219	328	Slightly Single in L.A.	Comedy, Romance	88	3 September 2013	$3,500,000	1,083	Not Rated	4.6	1083	0
220	329	Decoding Annie Parker	Drama	91	2 May 2014	$2,000,000	$0.04M	R	6.3	2589	56
221	331	Coffee Town	Comedy	87	9 July 2013	$2,000,000	4,466	Not Rated	6.6	4466	0
222	335	No God, No Master	Crime, Drama, History	94	19 August 2015	$6,000,000	$0.01M	PG-13	5.9	686	48
223	336	Blood of Redemption	Action, Crime, Drama	85	19 December 2013	$2,000,000	1,255	Not Rated	4.5	1255	0
224	341	Peeples	Comedy, Romance	95	10 May 2013	$15,000,000	$9.12M	PG-13	5.3	4246	52
225	348	Some Velvet Morning	Drama	84	10 December 2013	$2,000,000	1,400	Not Rated	5.8	1400	54
226	349	The Hot Flashes	Comedy, Sport	99	9 August 2013	$4,000,000	1,501	R	5.1	1501	36
227	350	Geography Club	Comedy	84	5 February 2014	$6,400,000	4,437	PG-13	6.6	4437	57
228	351	Spiders 3D	Horror, Sci-Fi, Thriller	89	21 February 2013	$7,000,000	3,482	PG-13	3.4	3482	0
229	363	Open Road	Action, Drama, Thriller	85	12 April 2013	$3,000,000	1,508	Not Rated	5.5	1508	0
230	368	Straight A's	Comedy, Drama	91	18 July 2013	$2,000,000	3,898	R	5.7	3898	0
231	369	sxtape	Horror	82	16 May 2014	$600,000	1,632	R	3.3	1632	0
232	370	Blue Dream	Drama	90	16 February 2013	$1,000,000	906	Not Rated	7.5	906	0
233	371	Crazy Kind of Love	Comedy, Drama, Romance	100	9 July 2013	$4,000,000	1,568	R	5.9	1568	0
234	373	Alone Yet Not Alone	Action, Drama, History	103	27 September 2013	$11,000,000	$0.67M	PG-13	4.3	558	0
235	378	Night of the Templar	Horror, Mystery	101	4 February 2013	$3,230,000	7,347	Empty	6.6	7347	0
236	379	Hunter	Drama	88	27 July 2013	$100,000	149	Not Rated	4.9	149	0
237	381	Vikingdom	Action, Adventure, Fantasy	114	4 October 2013	$15,600,000	2,868	Unrated	3.4	2868	39
238	384	Jimmy P.	Biography, Drama	117	11 September 2013	$10,000,000	$0.02M	Unrated	6.1	2268	58
239	385	Quarantine L.A.	Horror, Sci-Fi	75	17 March 2016	$1,200,000	442	Not Rated	2.6	442	0
240	391	House of Good and Evil	Horror, Thriller	108	1 October 2013	$150,000	$0.56M	Not Rated	6.9	8458	0
241	393	The Power of Few	Action, Crime, Drama	96	15 February 2013	$4,000,000	$0.03M	R	5.4	3475	0
242	394	A Talking Cat!?!	Comedy, Family, Fantasy	85	18 February 2013	$1,000,000	782	Not Rated	2.5	782	0
243	399	Watercolor Postcards	Drama	115	23 September 2014	$2,250,000	253	PG-13	5.1	253	0
244	400	Misogynist	Drama, Thriller	77	3 March 2015	$100,000	1,283	Empty	3.5	1283	0
245	404	Ass Backwards	Adventure, Comedy	85	21 January 2013	$3,000,000	1,911	Unrated	4.2	1911	37
